Tote #,Strain,Date,Trimmer #,Flower,Smalls,Original Tote Wt.,Trim,Trash
576.0,Runtz,12/4/24,39.0,1656.0,38.0,7.8,741.0,791.0
577.0,Runtz,12/4/24,45.0,1326.0,153.0,7.0,934.0,687.0
578.0,Runtz,12/4/24,6.0,1471.0,126.0,7.3,586.0,936.0
579.0,Runtz,12/2/24,1.0,1213.0,108.0,6.3,418.0,933.0
580.0,Runtz,12/4/24,27.0,1218.0,100.0,6.1,682.0,746.0
581.0,Runtz,12/2/24,5.0,1645.0,94.0,8.1,953.0,956.0
582.0,Runtz,12/4/24,64.0,1526.0,29.0,7.1,760.0,903.0
583.0,Runtz,12/4/24,63.0,1982.0,147.0,9.9,526.0,1103.0
584.0,Runtz,12/2/24,41.0,1344.0,15.0,6.8,666.0,766.0
585.0,Runtz,12/4/24,38.0,1004.0,64.0,5.5,555.0,743.0
586.0,Runtz,12/4/24,8.0,1388.0,105.0,6.6,520.0,936.0
587.0,Runtz,12/2/24,11.0,1594.0,113.0,7.8,825.0,873.0
588.0,Runtz,12/2/24,4.0,1506.0,41.0,6.6,664.0,920.0
589.0,Runtz,12/5/24,58.0,1121.0,182.0,5.4,444.0,842.0
590.0,Runtz,12/4/24,26.0,1113.0,129.0,6.3,742.0,588.0
591.0,Runtz,12/4/24,61.0,1361.0,66.0,6.2,536.0,839.0
592.0,Runtz,12/4/24,59.0,991.0,133.0,6.8,600.0,1137.0
593.0,Runtz,12/2/24,55.0,1304.0,97.0,6.9,488.0,988.0
594.0,Runtz,12/4/24,2.0,1644.0,50.0,7.3,518.0,986.0
595.0,Runtz,12/4/24,12.0,1183.0,98.0,5.9,529.0,833.0
596.0,Runtz,12/9/24,21.0,1361.0,207.0,7.8,619.0,1127.0
597.0,Runtz,12/2/24,44.0,1221.0,41.0,5.7,612.0,665.0
598.0,Runtz,12/2/24,34.0,1311.0,100.0,7.3,733.0,1043.0
599.0,Runtz,11/22/24,54.0,959.0,120.0,5.0,506.0,700.0
600.0,Runtz,11/22/24,32.0,1496.0,141.0,7.4,482.0,1126.0
601.0,Runtz,11/22/24,51.0,891.0,68.0,5.2,429.0,801.0
602.0,Runtz,11/22/24,61.0,1312.0,131.0,7.0,738.0,895.0
603.0,Runtz,11/21/24,6.0,1337.0,178.0,7.1,571.0,924.0
604.0,Runtz,11/22/24,27.0,1378.0,184.0,7.5,741.0,883.0
605.0,Runtz,11/22/24,13.0,937.0,43.0,6.4,469.0,941.0
606.0,Runtz,11/22/24,22.0,1339.0,116.0,7.1,562.0,1086.0
607.0,Runtz,11/22/24,19.0,1118.0,120.0,6.8,792.0,955.0
608.0,Runtz,11/22/24,28.0,1354.0,160.0,7.5,630.0,1068.0
609.0,Runtz,11/21/24,34.0,1074.0,66.0,5.7,510.0,742.0
610.0,Runtz,11/22/24,12.0,1178.0,100.0,5.8,496.0,815.0
611.0,Runtz,11/21/24,5.0,1201.0,236.0,6.7,763.0,908.0
612.0,Runtz,11/22/24,15.0,1277.0,189.0,6.6,615.0,877.0
613.0,Runtz,11/21/24,20.0,1302.0,114.0,7.0,577.0,977.0
614.0,Runtz,11/21/24,4.0,1503.0,85.0,6.7,708.0,773.0
615.0,Runtz,11/22/24,50.0,1206.0,57.0,5.7,732.0,625.0
616.0,Runtz,11/22/24,24.0,975.0,135.0,5.2,576.0,753.0
617.0,Runtz,11/22/24,36.0,1339.0,275.0,7.6,613.0,1108.0
618.0,Runtz,11/21/24,7.0,1382.0,53.0,6.4,525.0,847.0
619.0,Runtz,11/21/24,52.0,1346.0,103.0,6.7,395.0,989.0
620.0,Runtz,11/22/24,35.0,1095.0,206.0,6.2,576.0,903.0
621.0,Runtz,11/21/24,45.0,1242.0,154.0,6.9,836.0,608.0
622.0,Runtz,11/22/24,59.0,1092.0,127.0,6.7,680.0,1034.0
623.0,Runtz,11/22/24,38.0,1614.0,99.0,8.8,1110.0,1096.0
624.0,Runtz,11/22/24,11.0,1284.0,98.0,7.0,773.0,727.0
625.0,Runtz,11/22/24,39.0,1613.0,44.0,7.6,709.0,901.0
626.0,Runtz,11/22/24,26.0,1304.0,146.0,6.7,911.0,682.0
627.0,Runtz,11/21/24,16.0,789.0,150.0,5.8,571.0,829.0
628.0,Runtz,11/21/24,40.0,1138.0,252.0,6.7,488.0,928.0
629.0,Runtz,11/21/24,31.0,1538.0,69.0,7.1,592.0,998.0
630.0,Runtz,11/21/24,41.0,1223.0,11.0,5.8,702.0,655.0
631.0,Runtz,11/21/24,8.0,1461.0,142.0,6.7,532.0,985.0
632.0,Runtz,11/21/24,60.0,800.0,171.0,5.2,571.0,698.0
633.0,Runtz,11/22/24,56.0,1077.0,253.0,6.7,407.0,1132.0
634.0,Runtz,11/21/24,30.0,1092.0,87.0,5.8,340.0,856.0
635.0,Runtz,11/21/24,44.0,1015.0,95.0,5.3,605.0,609.0
636.0,Runtz,11/22/24,21.0,1167.0,134.0,6.0,535.0,905.0
637.0,Runtz,11/22/24,9.0,1654.0,86.0,7.3,462.0,1102.0
638.0,Runtz,11/21/24,46.0,1207.0,105.0,6.8,509.0,482.0
639.0,Runtz,11/21/24,10.0,1103.0,205.0,6.3,732.0,770.0
640.0,Runtz,12/10/24,3.0,1151.0,97.0,5.88,577.0,681.0
641.0,Runtz,11/18/24,60.0,1187.0,260.0,7.1,810.0,1060.0
642.0,Runtz,11/18/24,19.0,1167.0,92.0,6.0,632.0,866.0
643.0,Runtz,11/18/24,61.0,1426.0,116.0,7.0,577.0,994.0
644.0,Runtz,11/18/24,35.0,1077.0,144.0,6.1,366.0,883.0
645.0,Runtz,11/18/24,4.0,1476.0,31.0,6.6,434.0,949.0
646.0,Runtz,11/18/24,36.0,1211.0,197.0,7.3,706.0,1133.0
647.0,Runtz,11/18/24,5.0,1139.0,181.0,6.5,761.0,980.0
648.0,Runtz,11/19/24,50.0,1434.0,43.0,7.4,875.0,777.0
649.0,Runtz,11/18/24,40.0,1206.0,149.0,6.4,419.0,1027.0
650.0,Runtz,11/18/24,16.0,1260.0,209.0,7.4,525.0,1255.0
651.0,Runtz,11/18/24,3.0,1133.0,146.0,6.2,550.0,762.0
652.0,Runtz,11/20/24,57.0,1162.0,189.0,7.0,733.0,1075.0
653.0,Runtz,11/20/24,43.0,1393.0,184.0,7.4,693.0,889.0
654.0,Runtz,11/18/24,9.0,1283.0,39.0,4.9,300.0,723.0
655.0,Runtz,11/18/24,30.0,1465.0,54.0,6.4,356.0,1016.0
656.0,Runtz,11/18/24,31.0,1771.0,59.0,8.5,705.0,1146.0
657.0,Runtz,11/22/24,53.0,1113.0,124.0,6.1,450.0,908.0
658.0,Runtz,11/18/24,54.0,1810.0,71.0,7.7,570.0,1200.0
659.0,Runtz,11/18/24,10.0,940.0,94.0,5.5,666.0,623.0
660.0,Runtz,11/18/24,48.0,1173.0,47.0,5.6,364.0,908.0
661.0,Runtz,11/18/24,14.0,1517.0,55.0,7.0,355.0,1127.0
662.0,Runtz,11/19/24,28.0,1469.0,175.0,7.8,520.0,1272.0
663.0,Runtz,11/18/24,15.0,1148.0,93.0,6.1,558.0,807.0
664.0,Runtz,11/18/24,33.0,896.0,90.0,5.1,397.0,718.0
665.0,Runtz,11/18/24,42.0,986.0,159.0,5.4,481.0,817.0
666.0,Runtz,11/18/24,1.0,1303.0,87.0,5.7,392.0,803.0
667.0,Runtz,11/18/24,7.0,1322.0,59.0,6.0,363.0,915.0
668.0,Runtz,11/18/24,27.0,1413.0,137.0,7.2,655.0,1061.0
669.0,Runtz,11/18/24,34.0,1586.0,93.0,7.3,609.0,1136.0
670.0,Runtz,11/19/24,58.0,800.0,179.0,4.8,268.0,862.0
671.0,Runtz,11/18/24,52.0,1598.0,91.0,7.3,426.0,1020.0
672.0,Runtz,11/18/24,45.0,1310.0,181.0,6.9,836.0,701.0
673.0,Runtz,11/18/24,22.0,1757.0,56.0,8.3,577.0,1204.0
674.0,Runtz,11/18/24,2.0,1586.0,77.0,7.8,564.0,1034.0
675.0,Runtz,11/18/24,11.0,1415.0,102.0,7.5,646.0,1195.0
676.0,Runtz,11/18/24,25.0,1011.0,182.0,6.5,587.0,756.0
677.0,Runtz,11/18/24,8.0,1358.0,102.0,6.6,552.0,844.0
678.0,Runtz,11/18/24,41.0,1168.0,31.0,5.7,577.0,788.0
679.0,Runtz,11/18/24,44.0,1354.0,138.0,6.3,603.0,750.0
680.0,Runtz,11/21/24,20.0,956.0,113.0,6.0,572.0,1035.0
681.0,Runtz,11/18/24,6.0,1343.0,77.0,6.7,520.0,879.0
682.0,Runtz,11/18/24,47.0,1456.0,84.0,7.4,577.0,1214.0
683.0,Runtz,11/13/24,44.0,1271.0,107.0,6.9,829.0,759.0
684.0,Runtz,11/14/24,57.0,1194.0,194.0,7.4,771.0,1049.0
685.0,Runtz,11/14/24,19.0,1135.0,177.0,7.5,764.0,1274.0
686.0,Runtz,11/13/24,9.0,1613.0,78.0,6.6,313.0,1066.0
687.0,Runtz,11/13/24,2.0,1264.0,94.0,5.5,481.0,832.0
688.0,Runtz,11/13/24,61.0,1575.0,109.0,7.3,433.0,1080.0
689.0,Runtz,11/13/24,41.0,1206.0,77.0,6.4,596.0,968.0
690.0,Runtz,11/13/24,55.0,1083.0,131.0,6.5,673.0,977.0
691.0,Runtz,11/13/24,40.0,1140.0,37.0,5.3,246.0,753.0
692.0,Runtz,11/14/24,12.0,1509.0,178.0,8.2,626.0,1347.0
693.0,Runtz,11/14/24,13.0,1186.0,219.0,7.4,552.0,1236.0
694.0,Runtz,11/13/24,34.0,1164.0,113.0,6.4,574.0,956.0
695.0,Runtz,11/13/24,6.0,1467.0,55.0,6.6,653.0,917.0
696.0,Runtz,11/13/24,28.0,1410.0,184.0,6.9,439.0,1146.0
697.0,Runtz,11/13/24,36.0,1021.0,99.0,6.4,667.0,1027.0
698.0,Runtz,11/13/24,10.0,1340.0,246.0,7.9,872.0,858.0
699.0,Runtz,11/13/24,39.0,1639.0,44.0,7.2,465.0,932.0
700.0,Runtz,11/13/24,51.0,1540.0,115.0,6.9,533.0,967.0
701.0,Runtz,11/13/24,7.0,1417.0,67.0,7.1,556.0,1080.0
702.0,Runtz,11/13/24,33.0,1147.0,78.0,6.2,517.0,920.0
703.0,Runtz,11/13/24,35.0,1206.0,134.0,6.1,532.0,959.0
704.0,Runtz,11/13/24,3.0,801.0,180.0,4.8,476.0,712.0
705.0,Runtz,11/13/24,23.0,1380.0,132.0,6.6,491.0,957.0
706.0,Runtz,11/13/24,16.0,1506.0,261.0,8.6,613.0,1207.0
707.0,Runtz,11/13/24,38.0,1061.0,78.0,5.5,460.0,803.0
708.0,Runtz,11/13/24,24.0,1214.0,93.0,7.0,623.0,873.0
709.0,Runtz,11/14/24,20.0,1286.0,106.0,6.9,549.0,1141.0
710.0,Runtz,11/13/24,31.0,1268.0,45.0,6.2,405.0,953.0
711.0,Runtz,11/8/24,6.0,1457.0,40.0,6.7,462.0,936.0
712.0,Runtz,11/8/24,25.0,1233.0,102.0,6.5,519.0,869.0
713.0,Runtz,11/8/24,40.0,1549.0,102.0,7.3,506.0,1117.0
714.0,Runtz,11/11/24,37.0,1879.0,108.0,8.4,642.0,1226.0
715.0,Runtz,11/11/24,63.0,1289.0,83.0,6.9,447.0,1187.0
716.0,Runtz,11/11/24,53.0,1316.0,131.0,7.0,406.0,1285.0
717.0,Runtz,11/8/24,57.0,1027.0,182.0,5.5,408.0,852.0
718.0,Runtz,11/7/24,5.0,1177.0,150.0,6.1,442.0,893.0
719.0,Runtz,11/11/24,17.0,1489.0,92.0,7.2,472.0,1056.0
720.0,Runtz,11/8/24,48.0,1363.0,93.0,6.8,406.0,792.0
721.0,Runtz,11/8/24,46.0,1369.0,118.0,7.1,514.0,1136.0
722.0,Runtz,11/8/24,50.0,1713.0,35.0,7.6,764.0,758.0
723.0,Runtz,11/8/24,29.0,1557.0,67.0,8.2,565.0,1486.0
724.0,Runtz,11/8/24,27.0,1587.0,114.0,7.4,687.0,948.0
725.0,Runtz,11/8/24,36.0,1050.0,97.0,5.6,520.0,843.0
726.0,Runtz,11/11/24,1.0,1437.0,110.0,7.2,516.0,1045.0
727.0,Runtz,11/8/24,35.0,1199.0,149.0,6.1,536.0,910.0
728.0,Runtz,11/8/24,47.0,1799.0,22.0,5.9,412.0,837.0
729.0,Runtz,11/8/24,26.0,1286.0,193.0,7.2,696.0,828.0
730.0,Runtz,11/11/24,10.0,1242.0,87.0,6.0,533.0,808.0
731.0,Runtz,11/8/24,52.0,1563.0,78.0,7.4,460.0,1242.0
732.0,Runtz,11/8/24,23.0,1128.0,128.0,5.5,369.0,771.0
733.0,Runtz,11/8/24,42.0,1176.0,163.0,5.7,435.0,722.0
734.0,Runtz,11/5/24,22.0,1125.0,64.0,5.8,382.0,851.0
735.0,Runtz,11/6/24,10.0,1238.0,79.0,6.3,435.0,774.0
736.0,Runtz,11/6/24,59.0,1235.0,139.0,7.7,822.0,1142.0
737.0,Runtz,11/6/24,43.0,1224.0,223.0,6.4,601.0,1108.0
738.0,Runtz,11/6/24,53.0,1422.0,85.0,7.4,462.0,1179.0
739.0,Runtz,11/5/24,55.0,1252.0,59.0,5.6,956.0,1022.0
740.0,Runtz,11/4/24,25.0,1152.0,78.0,5.9,466.0,890.0
741.0,Runtz,11/4/24,52.0,1182.0,112.0,5.9,437.0,813.0
742.0,Runtz,11/1/24,6.0,1140.0,53.0,4.8,448.0,559.0
743.0,Runtz,11/4/24,4.0,1919.0,102.0,8.7,948.0,890.0
744.0,Runtz,11/4/24,5.0,1373.0,115.0,7.0,594.0,910.0
745.0,Runtz,11/4/24,14.0,1534.0,49.0,6.5,302.0,1134.0
746.0,Runtz,10/30/24,35.0,1884.0,31.0,8.5,361.0,1164.0
747.0,Runtz,10/29/24,34.0,1479.0,44.0,6.6,396.0,1095.0
748.0,Runtz,10/29/24,33.0,1502.0,73.0,7.2,64.0,966.0
749.0,Runtz,10/30/24,32.0,1843.0,19.0,6.0,320.0,984.0
750.0,Runtz,10/29/24,31.0,1535.0,51.0,7.3,489.0,1006.0
751.0,Runtz,10/29/24,30.0,1326.0,109.0,5.9,432.0,823.0
752.0,Runtz,10/29/24,29.0,1438.0,36.0,6.5,467.0,948.0
753.0,Runtz,10/29/24,28.0,1286.0,65.0,5.8,545.0,663.0
754.0,Runtz,10/29/24,27.0,1480.0,96.0,7.4,600.0,1048.0
755.0,Runtz,10/29/24,26.0,1015.0,138.0,5.7,387.0,869.0
756.0,Runtz,10/29/24,25.0,1187.0,104.0,6.5,21.0,1349.0
757.0,Runtz,10/29/24,24.0,1181.0,50.0,5.6,457.0,630.0
758.0,Runtz,10/29/24,23.0,1164.0,50.0,5.1,395.0,761.0
759.0,Runtz,10/29/24,22.0,930.0,7.0,5.0,337.0,663.0
760.0,Runtz,10/29/24,21.0,1132.0,31.0,5.7,447.0,809.0
761.0,Runtz,10/29/24,20.0,1454.0,35.0,6.4,403.0,924.0
762.0,Runtz,10/29/24,19.0,1142.0,47.0,6.0,142.0,818.0
763.0,Runtz,10/29/24,18.0,1035.0,11.0,4.8,286.0,692.0
764.0,Runtz,10/30/24,17.0,1329.0,35.0,6.3,255.0,855.0
765.0,Runtz,10/29/24,16.0,1158.0,52.0,5.6,358.0,840.0
766.0,Runtz,10/30/24,15.0,1679.0,61.0,8.4,534.0,1208.0
767.0,Runtz,10/29/24,14.0,1234.0,27.0,5.4,294.0,818.0
768.0,Runtz,10/30/24,13.0,1349.0,98.0,7.0,617.0,1049.0
769.0,Runtz,10/29/24,12.0,1215.0,215.0,5.5,358.0,720.0
770.0,Runtz,10/29/24,11.0,1632.0,31.0,7.3,492.0,982.0
771.0,Runtz,10/29/24,10.0,1492.0,72.0,7.7,579.0,1200.0
772.0,Runtz,10/29/24,9.0,1706.0,78.0,7.7,456.0,1200.0
773.0,Runtz,10/29/24,8.0,1551.0,78.0,7.0,505.0,941.0
774.0,Runtz,10/29/24,7.0,1677.0,52.0,7.3,598.0,862.0
775.0,Runtz,10/29/24,6.0,1610.0,402.0,8.4,1129.0,612.0
776.0,Runtz,10/29/24,5.0,1110.0,270.0,5.9,718.0,212.0
777.0,Runtz,10/29/24,4.0,1118.0,116.0,4.9,508.0,460.0
778.0,Runtz,10/29/24,3.0,1194.0,142.0,5.6,562.0,562.0
779.0,Runtz,10/29/24,2.0,914.0,191.0,4.4,393.0,562.0
780.0,Runtz,10/29/24,1.0,841.0,208.0,4.9,407.0,380.0
781.0,Zereal 1,11/1/24,46.0,1179.0,18.0,5.9,553.0,687.0
782.0,Zereal 1,11/1/24,25.0,1120.0,160.0,5.9,393.0,993.0
783.0,Zereal 1,11/1/24,24.0,1574.0,97.0,8.2,994.0,933.0
784.0,Zereal 1,11/1/24,45.0,1388.0,209.0,5.9,774.0,756.0
785.0,Zereal 1,11/1/24,6.0,1212.0,145.0,5.8,542.0,706.0
786.0,Zereal 1,11/1/24,52.0,1106.0,238.0,6.0,448.0,763.0
787.0,Zereal 1,11/1/24,38.0,1103.0,82.0,5.5,528.0,739.0
788.0,Zereal 1,11/1/24,3.0,1461.0,98.0,6.4,488.0,788.0
789.0,Zereal 1,11/1/24,33.0,902.0,563.0,5.4,248.0,562.0
790.0,Zereal 1,11/1/24,9.0,1335.0,161.0,6.6,260.0,1036.0
791.0,Zereal 1,11/1/24,48.0,1011.0,97.0,4.5,325.0,693.0
792.0,Zereal 1,11/1/24,61.0,1242.0,116.0,5.9,446.0,966.0
793.0,Zereal 1,11/1/24,15.0,1108.0,53.0,5.1,396.0,734.0
794.0,Zereal 1,11/1/24,8.0,1089.0,117.0,5.6,500.0,615.0
